blend_id,smiles,oil_property_param_value
49743a76-a614-11ee-9529-005056921581,CCCCC,103300.0
49743a76-a614-11ee-9529-005056921581,CCCC(C)CCC,103300.0
49743a76-a614-11ee-9529-005056921581,CCC(C(OC)=O)CC,103300.0
49743a76-a614-11ee-9529-005056921581,CCCCC(C)C,103300.0
49743a76-a614-11ee-9529-005056921581,CC(C)(C)CC(C)(C)C,103300.0
f320857e-dce9-11ed-803e-005056921581,CCCCC,103100.0
f320857e-dce9-11ed-803e-005056921581,CCCC(C)CCC,103100.0
f320857e-dce9-11ed-803e-005056921581,CCC(C(OC)=O)CC,103100.0
f320857e-dce9-11ed-803e-005056921581,CCCCC(C)C,103100.0
f320857e-dce9-11ed-803e-005056921581,CC(C)CCCCC,103100.0
f320857e-dce9-11ed-803e-005056921581,CC(C)(C)CC(C)(C)C,103100.0
58e62d54-c6fc-11ed-863f-005056921581,CCCC(C)CCC,161250.0
58e62d54-c6fc-11ed-863f-005056921581,CCC(C(OC)=O)CC,161250.0
58e62d54-c6fc-11ed-863f-005056921581,CC(C)CCCCC,161250.0
0366a302-d9cd-11ed-96ad-005056921581,CCCCCC,6806.0
0366a302-d9cd-11ed-96ad-005056921581,CC(OCCCCOC)=O,6806.0
0366a302-d9cd-11ed-96ad-005056921581,CC(C(OCCCC)=O)C(OCCCC)=O,6806.0
0366a302-d9cd-11ed-96ad-005056921581,CCCCCCC(C(C)CCCCCCC)CC(C)CCCCCC,6806.0
388fac92-e18d-11ec-8487-005056921581,CCC(C)CCCC,116600.0
388fac92-e18d-11ec-8487-005056921581,CCCCC,116600.0
388fac92-e18d-11ec-8487-005056921581,CCCC(C)CCC,116600.0
388fac92-e18d-11ec-8487-005056921581,CCC(C(OC)=O)CC,116600.0
388fac92-e18d-11ec-8487-005056921581,CCCCC(C)C,116600.0
388fac92-e18d-11ec-8487-005056921581,CC(C)CCCCC,116600.0
9344ed20-2177-11ee-97a6-005056921581,CCC(C)(C)CC,90075.0
9344ed20-2177-11ee-97a6-005056921581,O=C(OC)C(C)(CCC)C,90075.0
9344ed20-2177-11ee-97a6-005056921581,CCCCC(C)C,90075.0
9344ed20-2177-11ee-97a6-005056921581,CC(C)CCCCC,90075.0
9344ed20-2177-11ee-97a6-005056921581,CC(C)(C)CC(C)(C)C,90075.0
1ea31690-1a2f-11ed-8e4b-005056921581,CCCCC,26595.0
1ea31690-1a2f-11ed-8e4b-005056921581,CCCC(C)CCC,26595.0
1ea31690-1a2f-11ed-8e4b-005056921581,CCC(C(OC)=O)CC,26595.0
1ea31690-1a2f-11ed-8e4b-005056921581,CCCCCC,26595.0
b6d34fba-853c-11ee-9d2f-005056921581,CCCC(C)CCC,7507.0
b6d34fba-853c-11ee-9d2f-005056921581,CCC(C(OC)=O)CC,7507.0
b6d34fba-853c-11ee-9d2f-005056921581,CCCCCCC,7507.0
01d12ce2-ddec-11ed-8992-005056921581,CCC(C(OC)=O)CC,12530.0
01d12ce2-ddec-11ed-8992-005056921581,CCCCCC,12530.0
01d12ce2-ddec-11ed-8992-005056921581,CC(C(OCCCC)=O)C(OCCCC)=O,12530.0
01d12ce2-ddec-11ed-8992-005056921581,CCCCCCC(C(C)CCCCCCC)CC(C)CCCCCC,12530.0
b0a0604e-abab-11ed-8d81-005056921581,CCC(C)CCCC,86845.0
b0a0604e-abab-11ed-8d81-005056921581,CCC(C)(C)CC,86845.0
b0a0604e-abab-11ed-8d81-005056921581,O=C(OC)C(C)(CCC)C,86845.0
b0a0604e-abab-11ed-8d81-005056921581,CCCCC(C)C,86845.0
c547b7d8-c94f-11ed-973e-005056921581,CCCC(C)CCC,14565.0
65074114-a6d5-11ed-9153-005056921581,CCCC(C)CCC,125000.0
65074114-a6d5-11ed-9153-005056921581,CCC(C(OC)=O)CC,125000.0
65074114-a6d5-11ed-9153-005056921581,CC(C)CCCCC,125000.0
5b83373e-a788-11ed-992a-005056921581,CCCCC,131900.0
5b83373e-a788-11ed-992a-005056921581,CCCC(C)CCC,131900.0
5b83373e-a788-11ed-992a-005056921581,CCC(C(OC)=O)CC,131900.0
5b83373e-a788-11ed-992a-005056921581,CCCCC(C)C,131900.0
5b83373e-a788-11ed-992a-005056921581,CC(C)CCCCC,131900.0
5b83373e-a788-11ed-992a-005056921581,CC(C)(C)CC(C)(C)C,131900.0
49f9770e-5e3b-11ec-803b-005056921581,CCC(C)CCCC,34500.0
49f9770e-5e3b-11ec-803b-005056921581,CCC(C)(C)CC,34500.0
49f9770e-5e3b-11ec-803b-005056921581,O=C(CC)OCCCCCOC,34500.0
1368a606-90da-11ed-8e59-005056921581,CCCCC,12515.0
1368a606-90da-11ed-8e59-005056921581,CCCC(C)CCC,12515.0
1368a606-90da-11ed-8e59-005056921581,CCCCCC,12515.0
e716349a-adcd-11ed-996a-005056921581,CCCCC,131300.0
e716349a-adcd-11ed-996a-005056921581,CCCC(C)CCC,131300.0
e716349a-adcd-11ed-996a-005056921581,CCC(C(OC)=O)CC,131300.0
e716349a-adcd-11ed-996a-005056921581,CCCCC(C)C,131300.0
e716349a-adcd-11ed-996a-005056921581,CC(C)CCCCC,131300.0
e716349a-adcd-11ed-996a-005056921581,CC(C)(C)CC(C)(C)C,131300.0
867c3bb0-a9dd-11ec-9d4e-005056921581,CCC(C)CCCC,385200.0
867c3bb0-a9dd-11ec-9d4e-005056921581,CCCCC,385200.0
867c3bb0-a9dd-11ec-9d4e-005056921581,CCCC(C)CCC,385200.0
867c3bb0-a9dd-11ec-9d4e-005056921581,CCCCC(C)C,385200.0
78e88e28-e0c3-11ec-95ab-005056921581,CCC(C)CCCC,111850.0
78e88e28-e0c3-11ec-95ab-005056921581,CCCCC,111850.0
78e88e28-e0c3-11ec-95ab-005056921581,CCCC(C)CCC,111850.0
78e88e28-e0c3-11ec-95ab-005056921581,CCC(C(OC)=O)CC,111850.0
78e88e28-e0c3-11ec-95ab-005056921581,CCCCC(C)C,111850.0
78e88e28-e0c3-11ec-95ab-005056921581,CC(C)CCCCC,111850.0
38dd345c-5038-11ed-93f9-005056921581,CCC(C)(C)CC,853000.0
38dd345c-5038-11ed-93f9-005056921581,CCCC(C)CCC,853000.0
38dd345c-5038-11ed-93f9-005056921581,CCC(C(OC)=O)CC,853000.0
4d33de30-09e0-11ee-8bcd-005056921581,CCCCC,107750.0
4d33de30-09e0-11ee-8bcd-005056921581,CCCC(C)CCC,107750.0
4d33de30-09e0-11ee-8bcd-005056921581,CCC(C(OC)=O)CC,107750.0
4d33de30-09e0-11ee-8bcd-005056921581,CCCCC(C)C,107750.0
4d33de30-09e0-11ee-8bcd-005056921581,CC(C)CCCCC,107750.0
4d33de30-09e0-11ee-8bcd-005056921581,CC(C)(C)CC(C)(C)C,107750.0
20f38ca2-c3ff-11ed-9434-005056921581,CCCC(C)CCC,173050.0
20f38ca2-c3ff-11ed-9434-005056921581,CCC(C(OC)=O)CC,173050.0
20f38ca2-c3ff-11ed-9434-005056921581,CC(C)CCCCC,173050.0
1beff8c2-adce-11ed-996a-005056921581,CCCCC,129200.0
1beff8c2-adce-11ed-996a-005056921581,CCCC(C)CCC,129200.0
1beff8c2-adce-11ed-996a-005056921581,CCC(C(OC)=O)CC,129200.0
1beff8c2-adce-11ed-996a-005056921581,CCCCC(C)C,129200.0
1beff8c2-adce-11ed-996a-005056921581,CC(C)CCCCC,129200.0
1beff8c2-adce-11ed-996a-005056921581,CC(C)(C)CC(C)(C)C,129200.0
6d077f30-9d77-11ed-9fac-005056921581,CCCC(C)CCC,72465.0
6d077f30-9d77-11ed-9fac-005056921581,CCC(C(OC)=O)CC,72465.0
6d077f30-9d77-11ed-9fac-005056921581,CCCCC(C)C,72465.0
6d077f30-9d77-11ed-9fac-005056921581,CC(C)CCCCC,72465.0
28f29ab0-627e-11ee-823f-005056921581,CC(C(OCCCC)=O)C(OCCCC)=O,147550.0
28f29ab0-627e-11ee-823f-005056921581,CCCCCCC(C(C(C)C)CCCCCC)CC(C(C)C)CCCCC,147550.0
28f29ab0-627e-11ee-823f-005056921581,CCCCCCCCC(CCCCCC)CC(C)CCCCCCCC,147550.0
60e6537e-c73e-11ee-99e2-005056921581,CCCCC,46330.0
60e6537e-c73e-11ee-99e2-005056921581,CCCC(C)CCC,46330.0
60e6537e-c73e-11ee-99e2-005056921581,CC(C)CCCC,46330.0
acb8f3da-a0a9-11ee-8a84-005056921581,CCCC(C)CCC,21580.0
acb8f3da-a0a9-11ee-8a84-005056921581,CCC(C(OC)=O)CC,21580.0
acb8f3da-a0a9-11ee-8a84-005056921581,CC(C)(CC(C)C1=CC=CC=C1)C(OC)=O,21580.0
acb8f3da-a0a9-11ee-8a84-005056921581,CC(C)(C)CC(C)(C)C,21580.0
acb8f3da-a0a9-11ee-8a84-005056921581,CCC(C)CCC,21580.0
007b4d7a-b1f8-11ed-93b4-005056921581,CCCCC,13360.0
007b4d7a-b1f8-11ed-93b4-005056921581,CCCC(C)CCC,13360.0
007b4d7a-b1f8-11ed-93b4-005056921581,CCCCCC,13360.0
007b4d7a-b1f8-11ed-93b4-005056921581,CC(C)CCCCC,13360.0
cb28f2de-802b-11ec-83a1-005056921581,CCCC(C)CCC,10650.0
f2703df4-4df6-11ed-9a6d-005056921581,CCC(C)CCCC,189900.0
f2703df4-4df6-11ed-9a6d-005056921581,CCC(C(OC)=O)CC,189900.0
62c8438e-bc99-11ec-9ebf-005056921581,CCC(C)CCCC,127350.0
62c8438e-bc99-11ec-9ebf-005056921581,CCCCC,127350.0
62c8438e-bc99-11ec-9ebf-005056921581,CCCC(C)CCC,127350.0
62c8438e-bc99-11ec-9ebf-005056921581,CCC(C(OC)=O)CC,127350.0
62c8438e-bc99-11ec-9ebf-005056921581,CCCCC(C)C,127350.0
e472c494-13e8-11ed-94cf-005056921581,CCC(C)CCCC,38060.0
e472c494-13e8-11ed-94cf-005056921581,CCCCC,38060.0
e472c494-13e8-11ed-94cf-005056921581,CCC(C(OC)=O)CC,38060.0
e472c494-13e8-11ed-94cf-005056921581,CC/C=C/CC(C1=CC=CC=C1)CC,38060.0
f52315b4-b25e-11ec-8ff7-005056921581,CCC(C)CCCC,131000.0
f52315b4-b25e-11ec-8ff7-005056921581,CCCCC,131000.0
f52315b4-b25e-11ec-8ff7-005056921581,CCCC(C)CCC,131000.0
f52315b4-b25e-11ec-8ff7-005056921581,CCCCC(C)C,131000.0
f52315b4-b25e-11ec-8ff7-005056921581,CC(C)(C)C(OC)=O,131000.0
21902f44-80ed-11ed-990b-005056921581,CCC(C)(C)CC,33065.0
21902f44-80ed-11ed-990b-005056921581,CCCC(C)CCC,33065.0
21902f44-80ed-11ed-990b-005056921581,CCC(C(OC)=O)CC,33065.0
21902f44-80ed-11ed-990b-005056921581,CCC(C(O[CH2](C)CCCCCCCCCCCCCCCCCCC[CH2])=O)C(C(C(O[CH2](C)CCCCCCCCCCCCCCCCC[CH2])=O)C)C,33065.0
3ddea7ba-5a88-11ed-96db-005056921581,CCC(C)CCCC,83760.0
3ddea7ba-5a88-11ed-96db-005056921581,CCC(C(OC)=O)CC,83760.0
3ddea7ba-5a88-11ed-96db-005056921581,CCCCC(C)C,83760.0
a0fc215e-3267-11ed-8a15-005056921581,CCC(C)CCCC,143800.0
a0fc215e-3267-11ed-8a15-005056921581,CCCCC,143800.0
a0fc215e-3267-11ed-8a15-005056921581,CCC(C)CC,143800.0
a0fc215e-3267-11ed-8a15-005056921581,CCC(C(OC)=O)CC,143800.0
a0fc215e-3267-11ed-8a15-005056921581,CCCCC(C)C,143800.0
e773aefc-f89d-11ed-9df0-005056921581,CCCCCC,8222.0
e773aefc-f89d-11ed-9df0-005056921581,CC(C(OCCCC)=O)C(OCCCC)=O,8222.0
e773aefc-f89d-11ed-9df0-005056921581,CCCCCCCCC(CCCCCC)CC(C)CCCCCCCC,8222.0
083a8a14-3807-11ed-9a4d-005056921581,CCCCC,16225.0
083a8a14-3807-11ed-9a4d-005056921581,CCCC(C)CCC,16225.0
083a8a14-3807-11ed-9a4d-005056921581,COC(C(C)(CC)C)=O,16225.0
083a8a14-3807-11ed-9a4d-005056921581,CCCCCC,16225.0
ad4eaab8-cf09-11ee-9e5f-005056921581,CCCCC,61500.0
ad4eaab8-cf09-11ee-9e5f-005056921581,CCCC(C)CCC,61500.0
ad4eaab8-cf09-11ee-9e5f-005056921581,CC(C)CCCC,61500.0
8247f70a-b982-11ec-824f-005056921581,CCC(C)CCCC,119200.0
8247f70a-b982-11ec-824f-005056921581,CCCCC,119200.0
8247f70a-b982-11ec-824f-005056921581,CCCC(C)CCC,119200.0
8247f70a-b982-11ec-824f-005056921581,CCC(C(OC)=O)CC,119200.0
8247f70a-b982-11ec-824f-005056921581,CCCCC(C)C,119200.0
e3575a32-6d85-11ee-889d-005056921581,CC(C(OCCCC)=O)C(OCCCC)=O,198300.0
e3575a32-6d85-11ee-889d-005056921581,CCCCCCC(CCCCCCCC)CCCCCCCC,198300.0
e3575a32-6d85-11ee-889d-005056921581,CCCCCCCCC(CCCCCC)CC(C)CCCCCCCC,198300.0
b44403d8-1d4c-11ed-934f-005056921581,CCCCC,17035.0
b44403d8-1d4c-11ed-934f-005056921581,CCCC(C)CCC,17035.0
b44403d8-1d4c-11ed-934f-005056921581,CCC(C(OC)=O)CC,17035.0
b44403d8-1d4c-11ed-934f-005056921581,CCCCCC,17035.0
d94052d4-ca19-11ed-9dc9-005056921581,CCCCC,22610.0
d94052d4-ca19-11ed-9dc9-005056921581,CCCC(C)CCC,22610.0
d94052d4-ca19-11ed-9dc9-005056921581,CCC(C(OC)=O)CC,22610.0
d94052d4-ca19-11ed-9dc9-005056921581,CCCCCC,22610.0
d94052d4-ca19-11ed-9dc9-005056921581,CC(C)CCCCC,22610.0
d94052d4-ca19-11ed-9dc9-005056921581,CCC(C(OC[CH2](C)CCCCCCC[CH2])=O)C,22610.0
d2af969e-0e69-11ed-8e9d-005056921581,CCCCC,25650.0
d2af969e-0e69-11ed-8e9d-005056921581,CCCC(C)CCC,25650.0
d2af969e-0e69-11ed-8e9d-005056921581,CCC(C(OC)=O)CC,25650.0
d2af969e-0e69-11ed-8e9d-005056921581,CCCCCC,25650.0
23a15042-5694-11ee-87b9-005056921581,CCCC(C)CCC,7678.0
23a15042-5694-11ee-87b9-005056921581,CCCCCCC,7678.0
23a15042-5694-11ee-87b9-005056921581,O=C(C1=CC=CC=C1)N2N=NC3=C2C=CC=C3,7678.0
0c1e84d8-b967-11ec-824f-005056921581,CCC(C)CCCC,130450.0
0c1e84d8-b967-11ec-824f-005056921581,CCCCC,130450.0
0c1e84d8-b967-11ec-824f-005056921581,CC1CCCCC1C,130450.0
0c1e84d8-b967-11ec-824f-005056921581,CCCC(C)CCC,130450.0
0c1e84d8-b967-11ec-824f-005056921581,CCC(C(OC)=O)CC,130450.0
0c1e84d8-b967-11ec-824f-005056921581,CCCCC(C)C,130450.0
c189e03a-34fd-11ed-8af2-005056921581,CCCCC,13565.0
c189e03a-34fd-11ed-8af2-005056921581,CCCC(C)CCC,13565.0
c189e03a-34fd-11ed-8af2-005056921581,COC(C(C)(CC)C)=O,13565.0
c189e03a-34fd-11ed-8af2-005056921581,CCCCCC,13565.0
9b98b4dc-851f-11ee-9d2f-005056921581,CCCC(C)CCC,10010.0
9b98b4dc-851f-11ee-9d2f-005056921581,CCC(C(OC)=O)CC,10010.0
9b98b4dc-851f-11ee-9d2f-005056921581,CCCCCCC,10010.0
9b98b4dc-851f-11ee-9d2f-005056921581,CCCCC(C)C,10010.0
cb82ed28-a614-11ee-9529-005056921581,CCCCC,145200.0
cb82ed28-a614-11ee-9529-005056921581,CCCC(C)CCC,145200.0
cb82ed28-a614-11ee-9529-005056921581,CCC(C(OC)=O)CC,145200.0
cb82ed28-a614-11ee-9529-005056921581,CCCCC(C)C,145200.0
cb82ed28-a614-11ee-9529-005056921581,CC(C)(C)CC(C)(C)C,145200.0
4b1e0708-c7bc-11ed-9659-005056921581,CCCCC,131700.0
4b1e0708-c7bc-11ed-9659-005056921581,CCCC(C)CCC,131700.0
4b1e0708-c7bc-11ed-9659-005056921581,CCC(C(OC)=O)CC,131700.0
4b1e0708-c7bc-11ed-9659-005056921581,CCCCC(C)C,131700.0
4b1e0708-c7bc-11ed-9659-005056921581,CC(C)CCCCC,131700.0
4b1e0708-c7bc-11ed-9659-005056921581,CC(C)(C)CC(C)(C)C,131700.0
145aabec-d921-11ed-8ff0-005056921581,O=S(C1=CC=C([C18H21])C=C1)(O)=O,6738.0
145aabec-d921-11ed-8ff0-005056921581,CCCCCC,6738.0
145aabec-d921-11ed-8ff0-005056921581,CC(OCCCCOC)=O,6738.0
145aabec-d921-11ed-8ff0-005056921581,CCCCCCC(C(C)CCCCCCC)CC(C)CCCCCC,6738.0
cdfd2748-34ec-11ed-8af2-005056921581,CCC(C)CCCC,31560.0
cdfd2748-34ec-11ed-8af2-005056921581,CCCCC,31560.0
cdfd2748-34ec-11ed-8af2-005056921581,CCC(C)(C)CC,31560.0
cdfd2748-34ec-11ed-8af2-005056921581,COC(C(C)(CC)C)=O,31560.0
cdfd2748-34ec-11ed-8af2-005056921581,CCC(C(OC)=O)CC,31560.0
445c6362-1fb3-11ed-9457-005056921581,CCCCC,12890.0
445c6362-1fb3-11ed-9457-005056921581,CCCC(C)CCC,12890.0
445c6362-1fb3-11ed-9457-005056921581,CCCCCC,12890.0
2a16aa0c-a141-11ed-9c3e-005056921581,CCCC(C)CCC,7369.0
2a16aa0c-a141-11ed-9c3e-005056921581,CCCCCCC,7369.0
2a16aa0c-a141-11ed-9c3e-005056921581,CC(C)(C)C(OC)=O,7369.0
2a16aa0c-a141-11ed-9c3e-005056921581,CC(C)CCCCC,7369.0
2a16aa0c-a141-11ed-9c3e-005056921581,CCC(C(OC[CH2](C)CCCCCCC[CH2])=O)C,7369.0
2a16aa0c-a141-11ed-9c3e-005056921581,CCCC/C=C\C(CCCCCCC)=C\C(CCCCC)C,7369.0
46b4fc7e-7fee-11ec-83a1-005056921581,CCCCC(C(OCC)=O)C(OCC)=O,28325.0
46b4fc7e-7fee-11ec-83a1-005056921581,CCCCC(C)C,28325.0
46b4fc7e-7fee-11ec-83a1-005056921581,CCCCCCCCC(C(C(C)C)CCCCCC)CC(C(C)C)CCCCC,28325.0
8d12156a-487c-11ed-8f1b-005056921581,CCCCC,20325.0
8d12156a-487c-11ed-8f1b-005056921581,CCCC(C)CCC,20325.0
8d12156a-487c-11ed-8f1b-005056921581,CCC(C(OC)=O)CC,20325.0
8d12156a-487c-11ed-8f1b-005056921581,CCCCCC,20325.0
4cea0804-76ed-11ed-8822-005056921581,CCC(C)CCCC,8607.0
4cea0804-76ed-11ed-8822-005056921581,CCC(C(OC)=O)CC,8607.0
4cea0804-76ed-11ed-8822-005056921581,CCCCCC,8607.0
4cea0804-76ed-11ed-8822-005056921581,CC(C)(CC(C)C1=CC=CC=C1)C(OC)=O,8607.0
b6949c26-b5b7-11ec-8ff7-005056921581,CCC(C)CCCC,174300.0
b6949c26-b5b7-11ec-8ff7-005056921581,CCCCC,174300.0
b6949c26-b5b7-11ec-8ff7-005056921581,CCCC(C)CCC,174300.0
b6949c26-b5b7-11ec-8ff7-005056921581,CCCCC(C)C,174300.0
b6949c26-b5b7-11ec-8ff7-005056921581,CC(C)(C)C(OC)=O,174300.0
d83b9c4a-699d-11ed-906f-005056921581,CCCC(C)CCC,121950.0
d83b9c4a-699d-11ed-906f-005056921581,CCC(C(OC)=O)CC,121950.0
0881a55a-40bf-11ed-9f68-005056921581,CCC(C)CCCC,
0881a55a-40bf-11ed-9f68-005056921581,CCCCC,
0881a55a-40bf-11ed-9f68-005056921581,CCC(C)(C)CC,
0881a55a-40bf-11ed-9f68-005056921581,CCC(C(OC)=O)CC,
a5471efe-5f57-11ed-9217-005056921581,CCCCC(C)C,2685.0
a5471efe-5f57-11ed-9217-005056921581,O=C(OC)C(C)(C)CC,2685.0
a5471efe-5f57-11ed-9217-005056921581,CC(C)CCCCC,2685.0
a5471efe-5f57-11ed-9217-005056921581,CCCCCCCCC(CCCCC)CCCCCC,2685.0
c9dac892-6113-11ee-9304-005056921581,CC(C(OCCCC)=O)C(OCCCC)=O,129050.0
c9dac892-6113-11ee-9304-005056921581,CCCCCCC(C(C(C)C)CCCCCC)CC(C(C)C)CCCCC,129050.0
c9dac892-6113-11ee-9304-005056921581,CCCCCCCCC(CCCCCC)CC(C)CCCCCCCC,129050.0
bebb9412-0f40-11ed-9900-005056921581,CCC(C)(C)CC,19240.0
bebb9412-0f40-11ed-9900-005056921581,CCCC(C)CCC,19240.0
bebb9412-0f40-11ed-9900-005056921581,COC(C(C)(CC)C)=O,19240.0
232fb26a-4bba-11ed-9952-005056921581,CCCCC,18255.0
232fb26a-4bba-11ed-9952-005056921581,CCCC(C)CCC,18255.0
232fb26a-4bba-11ed-9952-005056921581,CCC(C(OC)=O)CC,18255.0
232fb26a-4bba-11ed-9952-005056921581,CC1=CC2=NNN=C2C=C1.C(CO)N(CCO)CCO,18255.0
232fb26a-4bba-11ed-9952-005056921581,CCCCCC,18255.0
951b79d0-81f8-11ed-9fa7-005056921581,CCCCCCC,25910.0
951b79d0-81f8-11ed-9fa7-005056921581,O=C(OC)C(C)(C)CC,25910.0
951b79d0-81f8-11ed-9fa7-005056921581,CC(C)CCCCC,25910.0
951b79d0-81f8-11ed-9fa7-005056921581,CCCCCCCCC(CCCCC)CCCCCC,25910.0
c6a05dbc-85dc-11ed-8bea-005056921581,CCC(C)CCCC,88200.0
c6a05dbc-85dc-11ed-8bea-005056921581,CCC(C)(C)CC,88200.0
c6a05dbc-85dc-11ed-8bea-005056921581,O=C(OC)C(C)(CCC)C,88200.0
c6a05dbc-85dc-11ed-8bea-005056921581,CCCCC(C)C,88200.0
c29520ba-69a1-11ed-906f-005056921581,CCCC(C)CCC,7900.0
c29520ba-69a1-11ed-906f-005056921581,CC(C)(C)C(OC)=O,7900.0
c29520ba-69a1-11ed-906f-005056921581,CC(C)CCCCC,7900.0
c29520ba-69a1-11ed-906f-005056921581,CCC(C(OC[CH2](C)CCCCCCC[CH2])=O)C,7900.0
c29520ba-69a1-11ed-906f-005056921581,CCCC/C=C\C(CCCCCCC)=C\C(CCCCC)C,7900.0
70215fd8-0e79-11ee-8cc3-005056921581,CCCCC,127050.0
70215fd8-0e79-11ee-8cc3-005056921581,CCCC(C)CCC,127050.0
70215fd8-0e79-11ee-8cc3-005056921581,CCC(C(OC)=O)CC,127050.0
70215fd8-0e79-11ee-8cc3-005056921581,CCCCC(C)C,127050.0
70215fd8-0e79-11ee-8cc3-005056921581,CC(C)CCCCC,127050.0
70215fd8-0e79-11ee-8cc3-005056921581,CC(C)(C)CC(C)(C)C,127050.0
53716c98-3b38-11ee-80a6-005056921581,CCCC(C)CCC,9698.0
53716c98-3b38-11ee-80a6-005056921581,CCCCCCC,9698.0
